Go.	Ṛuḥ.	CC-BY 2.0 (France) Attribution: tatoeba.org #2877272 (CM) & #8325200 (Yagurten)
The doctor informed his patient of the name of his disease.	Tenna-as temsujjit i tmuḍint isem n waḍḍan-nnes.	CC-BY 2.0 (France) Attribution: tatoeba.org #27996 (CK) & #8472012 (Amastan)
The doctor informed his patient of the name of his disease.	Tenna-as temsujjit i tmuḍint isem n waṭṭan-nnes.	CC-BY 2.0 (France) Attribution: tatoeba.org #27996 (CK) & #8472013 (Amastan)
The last thing we want to do is to forget to pay our bills.	Nezmer ad nettu kullec, ala axelleṣ n tfatuṛin-nneɣ.	CC-BY 2.0 (France) Attribution: tatoeba.org #2042741 (CK) & #2704412 (Amastan)
The last thing we want to do is to forget to pay our bills.	Nezmer ad nettu kullec, ala axelleṣ n tfatuṛin-nteɣ.	CC-BY 2.0 (France) Attribution: tatoeba.org #2042741 (CK) & #2704414 (Amastan)
The most important thing in a persons life is one's health.	Taɣawsa ay yesɛan azal ameqran akk deg tmeddurt n wemdan nettat d tazmert-nnes.	CC-BY 2.0 (France) Attribution: tatoeba.org #1363444 (GaryM) & #1780470 (Amastan)
The old man was run over and immediately taken to hospital.	Yettwet umɣar-nni sakkin dindin wwin-t ɣer usegnaf.	CC-BY 2.0 (France) Attribution: tatoeba.org #43363 (CM) & #7580757 (Yagurten)
The plane had already taken off when I reached the airport.	Mi uwḍeɣ ɣer unafag, yufa-d lḥal asafag-nni yeqleɛ.	CC-BY 2.0 (France) Attribution: tatoeba.org #246707 (Dejo) & #3465765 (Amastan)
The police expect to apprehend the robber before nightfall.	Lbulis llan qqaren ad ṭṭfen buseččir‑nni qbel m'ad yuḍa yiḍ.	CC-BY 2.0 (France) Attribution: tatoeba.org #238325 (CK) & #2872078 (Uyezjen)
The police have started a nationwide hunt for the criminal.	Lbulis uznen dy tmuṛa i ukelleb f yimejrem.	CC-BY 2.0 (France) Attribution: tatoeba.org #238331 (CK) & #2872142 (Uyezjen)
The police have started a nationwide hunt for the criminal.	Lbulis berrḥen i tmuṛt ay tulu i ukelleb f yimejrem.	CC-BY 2.0 (France) Attribution: tatoeba.org #238331 (CK) & #2872145 (Uyezjen)
The police took some pictures of the scene of the accident.	Ibulisiyen bbin mennawet tṣawer f manci ḍranet lafat‑nni.	CC-BY 2.0 (France) Attribution: tatoeba.org #238297 (CK) & #2871771 (Uyezjen)
The show was wonderful, but the tickets were too expensive.	Tasecnit tebha n tidet, meṣṣeḥ walayenni tikiyat ɣlanet.	CC-BY 2.0 (France) Attribution: tatoeba.org #52917 (Swift) & #2859078 (Uyezjen)
The sky had become threatening before I got to the station.	Igenni yeqqel d aberkan uqbel ma uwḍeɣ ɣer teɣsert.	CC-BY 2.0 (France) Attribution: tatoeba.org #26067 (CK) & #1660529 (Amastan)
The students pretended that they couldn't hear the teacher.	Smeɛrqen yimezrawen-nni ur la sellen ara i uselmad.	CC-BY 2.0 (France) Attribution: tatoeba.org #1898192 (CK) & #7560591 (Amastan)
The students pretended that they couldn't hear the teacher.	Smeɛrqen yimezrawen-nni ur la sellen ara i tselmadt.	CC-BY 2.0 (France) Attribution: tatoeba.org #1898192 (CK) & #7560593 (Amastan)
The students pretended that they couldn't hear the teacher.	Smeɛrqent tmezrawin-nni ur la sellent ara i uselmad.	CC-BY 2.0 (France) Attribution: tatoeba.org #1898192 (CK) & #7560594 (Amastan)
The students pretended that they couldn't hear the teacher.	Smeɛrqent tmezrawin-nni ur la sellent ara i tselmadt.	CC-BY 2.0 (France) Attribution: tatoeba.org #1898192 (CK) & #7560595 (Amastan)
There are so many stars in the sky, I can't count them all.	Muqqel mennect i llan d itran ajenna, ul ttnejjmeɣ aten‑ḥesbeɣ ay ulun.	CC-BY 2.0 (France) Attribution: tatoeba.org #18315 (CK) & #2536551 (Uyezjen)
There are so many stars in the sky, I can't count them all.	Seg wakken ggten yitran deg yigenni armi ur zmireɣ ara ad ten-ḥesbeɣ akken ma llan.	CC-BY 2.0 (France) Attribution: tatoeba.org #18315 (CK) & #7468093 (Amastan)
There is no doubt that I could not do it without your help.	War ccek, ur zemreɣ ad geɣ aya war tallalt-nnek.	CC-BY 2.0 (France) Attribution: tatoeba.org #1507600 (CK) & #1817443 (Amastan)
They make themselves out to be poorer than they really are.	Ttarran iman-nsen d igellilen ugar n wanect llan deg tidet.	CC-BY 2.0 (France) Attribution: tatoeba.org #306807 (CK) & #1685094 (Amastan)
They wanted a wedding picture in front of the Eiffel Tower.	Llan bɣan ad d-gen tugna-nsen n zzwaj sdat Tneḍḍaft n Eiffel.	CC-BY 2.0 (France) Attribution: tatoeba.org #681034 (Source_VOA) & #2706512 (Amastan)
They wanted to ban slavery everywhere in the United States.	Llan bɣan ad gedlen tamsaklit deg yal tama seg Yiwunak Yeddukklen.	CC-BY 2.0 (France) Attribution: tatoeba.org #802744 (Source_VOA) & #2706309 (Amastan)
This is one of the dictionaries I told you about yesterday.	Wa d yiwen seg yimawalen-nni ayɣef ay ak-d-ssawleɣ iḍelli.	CC-BY 2.0 (France) Attribution: tatoeba.org #2145072 (CK) & #2591885 (Amastan)
This is one of the dictionaries I told you about yesterday.	Wa d yiwen seg yimawalen-nni ayɣef ay am-d-ssawleɣ iḍelli.	CC-BY 2.0 (France) Attribution: tatoeba.org #2145072 (CK) & #2591886 (Amastan)
To tell the truth, this matter does not concern her at all.	Ad awen-iniɣ kan tidet, tamsalt-a ur tt-terzi akk.	CC-BY 2.0 (France) Attribution: tatoeba.org #765938 (Dunbab) & #1622680 (Amastan)
Tom ate the last slice of bread so Mary had nothing to eat.	Tom yecca tubbit-nni taneggarut n weɣrum, dɣa ur d-yeggri wacemma akken ad t-tecc Mary.	CC-BY 2.0 (France) Attribution: tatoeba.org #1029604 (CK) & #1781956 (Amastan)
Tom blocked Mary's way and wouldn't let her enter the room.	Tom yergel-as abrid i Mary umεa ur tt-yeǧǧi ara ad tekcem ɣer texxamt-is.	CC-BY 2.0 (France) Attribution: tatoeba.org #1029574 (CK) & #7646153 (Yagurten)
Tom bought a computer at thirty percent off the list price.	Tom yesɣa-d aselkim s watig ay d-ineqsen s 30% ɣef win yuran deg wumuɣ n watigen.	CC-BY 2.0 (France) Attribution: tatoeba.org #1026988 (CK) & #7557701 (Amastan)
Tom bought a computer at thirty percent off the list price.	Tom yesɣa-d aselkim s watig ay d-ineqsen s kramraw deg tmiḍi ɣef win yuran deg wumuɣ n watigen.	CC-BY 2.0 (France) Attribution: tatoeba.org #1026988 (CK) & #7557702 (Amastan)
Tom bought his camera at this store about three months ago.	Tom yesɣa-d takamra-nnes seg tḥanut-a azal n kraḍ n wayyuren aya.	CC-BY 2.0 (France) Attribution: tatoeba.org #1026974 (CK) & #8461749 (Amastan)
Tom bought his camera at this store about three months ago.	Tom yesɣa-d takamra-nnes seg tḥanut-a azal n 3 n wayyuren aya.	CC-BY 2.0 (France) Attribution: tatoeba.org #1026974 (CK) & #8461750 (Amastan)
Tom bought his camera at this store about three months ago.	Tom yesɣa-d tasewlaft-nnes seg tḥanut-a azal n kraḍ n wayyuren aya.	CC-BY 2.0 (France) Attribution: tatoeba.org #1026974 (CK) & #8461752 (Amastan)
Tom bought his camera at this store about three months ago.	Tom yesɣa-d tasewlaft-nnes seg tḥanut-a azal n 3 n wayyuren aya.	CC-BY 2.0 (France) Attribution: tatoeba.org #1026974 (CK) & #8461753 (Amastan)
Tom deleted all the pictures he had of Mary from his phone.	Tom yesfeḍ akk tiwlafin n Mary ay yella yesɛa deg usawal-nnes.	CC-BY 2.0 (France) Attribution: tatoeba.org #6254605 (CK) & #8454696 (Amastan)
Tom deleted all the pictures he had of Mary from his phone.	Tom yesfeḍ akk tiwlafin n Mary ay yella ila deg usawal-nnes.	CC-BY 2.0 (France) Attribution: tatoeba.org #6254605 (CK) & #8454697 (Amastan)
Tom doesn't have enough money to buy the computer he wants.	Tom ur yesɛi ara idrimen ara t-id-iqamen akken ad d-iseɣ aselkim ay yebɣa.	CC-BY 2.0 (France) Attribution: tatoeba.org #2956650 (CK) & #7558492 (Amastan)
Tom doesn't have enough money to buy the computer he wants.	Tom ur yesɛi ara idrimen ara t-id-iqamen akken ad d-iseɣ aselkim ay yeɣs.	CC-BY 2.0 (France) Attribution: tatoeba.org #2956650 (CK) & #7558493 (Amastan)
Tom doesn't know how to say what he wants to say in French.	Tom ur yessin ara ad d-yini ayen ay yebɣa s tefṛensist.	CC-BY 2.0 (France) Attribution: tatoeba.org #1026108 (CK) & #2702197 (Amastan)
Tom is going to be staying at the Hilton Hotel next Monday.	Tom ad yens deg usensu n Hilton ass n uynas i d-itteddun.	CC-BY 2.0 (France) Attribution: tatoeba.org #6431376 (CK) & #9455568 (Yagurten)
Tom sat quietly in the back of the classroom, taking notes.	Tom yeqqim ɣer deffir n tneɣrit, yettaddam tinqiḍin s tsusmi.	CC-BY 2.0 (France) Attribution: tatoeba.org #7538984 (CK) & #9451357 (Yagurten)
Tom says he overheard both sides of the phone conversation.	Tom yenna-d yesla i sin n yidisan n udiwenni-nni ansawal.	CC-BY 2.0 (France) Attribution: tatoeba.org #6230719 (CK) & #8451549 (Amastan)
Tom thought Mary was the most beautiful woman in the world.	Tom yella yettwali Mary d nettat ay d tameṭṭut ay icebḥen akk deg umaḍal.	CC-BY 2.0 (France) Attribution: tatoeba.org #1408568 (CK) & #1602450 (Amastan)
Tom used to go to Australia every winter when he was a kid.	Asmi yella Tum d amecṭuḥ, yella yettṛuḥu ɣer Ustṛalya yal tagrest.	CC-BY 2.0 (France) Attribution: tatoeba.org #7152267 (CK) & #7536566 (Yagurten)
Tom wanted to eat at the small restaurant behind the hotel.	Tom yella yebɣa ad yečč deg tneččit-nni tamecṭuḥt yellan deffir usensu.	CC-BY 2.0 (France) Attribution: tatoeba.org #1092524 (CK) & #9455510 (Yagurten)
Tom was about to say something to Mary when his phone rang.	Mi yenker Tom ad as-yini kra i Mary, yesserser-d usawal.	CC-BY 2.0 (France) Attribution: tatoeba.org #2639715 (CK) & #8454661 (Amastan)
Tom went out for a walk as he always does in the afternoon.	Yeffeɣ Tom ad yeddu cwiṭ, akken yennum yetteg tameddit.	CC-BY 2.0 (France) Attribution: tatoeba.org #1092297 (CK) & #7522673 (Amastan)
Tom wouldn't tell me how much he paid for his new computer.	Yugi Tom ad iyi-d-yini acḥal ay ixelleṣ aselkim-nnes amaynu.	CC-BY 2.0 (France) Attribution: tatoeba.org #6431344 (CK) & #7557372 (Amastan)
Ultimately, space flight will be beneficial to all mankind.	Deg tgara, affug deg tallunt ad yenfeɛ akk medden.	CC-BY 2.0 (France) Attribution: tatoeba.org #19550 (CK) & #1749374 (Amastan)
We couldn't grasp the meaning of what he was trying to say.	Ur nefhim ayen akken ay yeɛreḍ ad aɣ-t-id-yini.	CC-BY 2.0 (France) Attribution: tatoeba.org #396194 (CM) & #1763621 (Amastan)
We'll do whatever it takes to complete the project on time.	Ad nexdem akk ayen ilaqen akken ad nfak asenfar-nni deg lawan.	CC-BY 2.0 (France) Attribution: tatoeba.org #1893664 (CK) & #7546123 (Yagurten)
What's the difference between American and British English?	D acu ay d amgerrad gar tanglizit tamarikanit d tin tabriṭanit.	CC-BY 2.0 (France) Attribution: tatoeba.org #1971888 (Eldad) & #8108504 (LinaTamazight)
When Tom woke up, he found Mary reading a book at the desk.	Mi d-yuki Tom, yufa-d Mary teqqim ɣer tnarit, teqqar adlis.	CC-BY 2.0 (France) Attribution: tatoeba.org #2457446 (CK) & #7566618 (Amastan)
When she was young, she would never eat anything fattening.	Asmi ay yella meẓẓiyet, tella werjin tettett ayen yessuzuren.	CC-BY 2.0 (France) Attribution: tatoeba.org #314848 (CM) & #1704990 (Amastan)
Where have you been? We were just about to call the police.	Anda ay tellid? Imir-a kan ay nella netteddu ad nɣer i temsulta.	CC-BY 2.0 (France) Attribution: tatoeba.org #5350324 (Hybrid) & #5816973 (Amastan)
Who would have thought that she could be so thin and small?	Anwa ara as-yinin zik tella d tarqaqt yerna mecṭuḥet akka?	CC-BY 2.0 (France) Attribution: tatoeba.org #914125 (Jane_Austen) & #1778262 (Amastan)
Will you please explain the meaning of this sentence to me?	Tzemreḍ ad iyi-d-tsfehmeḍ d acu d anamek n tefyirt-a?	CC-BY 2.0 (France) Attribution: tatoeba.org #57235 (CK) & #8110763 (LinaTamazight)
You better be honest with me, or else I'll tell our mother.	Yif-it ma tennid-iyi-d tidet, ma ulac ad as-iniɣ i yemma-k.	CC-BY 2.0 (France) Attribution: tatoeba.org #2685244 (FeuDRenais) & #7034013 (Amastan)
You better be honest with me, or else I'll tell our mother.	Yif-it ma tennid-iyi-d tidet, ma ulac ad as-iniɣ i yemma-m.	CC-BY 2.0 (France) Attribution: tatoeba.org #2685244 (FeuDRenais) & #7034014 (Amastan)
You better be honest with me, or else I'll tell our mother.	Yif-it ma tennam-iyi-d tidet, ma ulac ad as-iniɣ i yemma-twen.	CC-BY 2.0 (France) Attribution: tatoeba.org #2685244 (FeuDRenais) & #7034015 (Amastan)
You better be honest with me, or else I'll tell our mother.	Yif-it ma tennamt-iyi-d tidet, ma ulac ad as-iniɣ i yemma-twent.	CC-BY 2.0 (France) Attribution: tatoeba.org #2685244 (FeuDRenais) & #7034016 (Amastan)
You can't eat chicken? How do you know if you never try it?	Ur tezmireḍ ad tecceḍ ayaziḍ? Amek ay tzemreḍ ad teẓreḍ aya war ma tɛerḍeḍ-t?	CC-BY 2.0 (France) Attribution: tatoeba.org #40236 (CM) & #1698038 (Amastan)
You can't eat chicken? How do you know if you never try it?	Ur tezmirem ad teccem ayaziḍ? Amek ay tzemrem ad teẓrem war ma tɛerḍem-t?	CC-BY 2.0 (France) Attribution: tatoeba.org #40236 (CM) & #1870473 (Amastan)
You can't eat chicken? How do you know if you never try it?	Ur tezmiremt ad teccemt ayaziḍ? Amek ay tzemremt ad teẓremt war ma tɛerḍemt-t?	CC-BY 2.0 (France) Attribution: tatoeba.org #40236 (CM) & #1870476 (Amastan)
You got better because you did everything the doctor asked.	Tejjid acku tgid akk ayen ay ak-yenna yimsujji ad t-tged.	CC-BY 2.0 (France) Attribution: tatoeba.org #564496 (FeuDRenais) & #8469048 (Amastan)
You got better because you did everything the doctor asked.	Tejjid acku tgid akk ayen ay am-yenna yimsujji ad t-tged.	CC-BY 2.0 (France) Attribution: tatoeba.org #564496 (FeuDRenais) & #8469051 (Amastan)
You got better because you did everything the doctor asked.	Tejjim acku tgam akk ayen ay awen-yenna yimsujji ad t-tgem.	CC-BY 2.0 (France) Attribution: tatoeba.org #564496 (FeuDRenais) & #8469052 (Amastan)
You got better because you did everything the doctor asked.	Tejjimt acku tgamt akk ayen ay awent-yenna yimsujji ad t-tgemt.	CC-BY 2.0 (France) Attribution: tatoeba.org #564496 (FeuDRenais) & #8469054 (Amastan)
You got better because you did everything the doctor asked.	Tejjid acku tgid akk ayen ay ak-tenna temsujjit ad t-tged.	CC-BY 2.0 (France) Attribution: tatoeba.org #564496 (FeuDRenais) & #8469055 (Amastan)
You got better because you did everything the doctor asked.	Tejjid acku tgid akk ayen ay am-tenna temsujjit ad t-tged.	CC-BY 2.0 (France) Attribution: tatoeba.org #564496 (FeuDRenais) & #8469058 (Amastan)
You got better because you did everything the doctor asked.	Tejjim acku tgam akk ayen ay awen-tenna temsujjit ad t-tgem.	CC-BY 2.0 (France) Attribution: tatoeba.org #564496 (FeuDRenais) & #8469059 (Amastan)
You got better because you did everything the doctor asked.	Tejjimt acku tgamt akk ayen ay awent-tenna temsujjit ad t-tgemt.	CC-BY 2.0 (France) Attribution: tatoeba.org #564496 (FeuDRenais) & #8469060 (Amastan)
You must remove your shoes when you enter a Japanese house.	Mi ara tkecmeḍ s axxam ajapuni, yessefk ad tekkseḍ irkasen-nnek.	CC-BY 2.0 (France) Attribution: tatoeba.org #281342 (CK) & #1673919 (Amastan)
You should get yourself examined by the doctor immediately.	Yessefk ad teẓred imsujji imir-a.	CC-BY 2.0 (France) Attribution: tatoeba.org #1808617 (pne) & #8468646 (Amastan)
You should get yourself examined by the doctor immediately.	Yessefk ad teẓrem imsujji imir-a.	CC-BY 2.0 (France) Attribution: tatoeba.org #1808617 (pne) & #8468648 (Amastan)
You should get yourself examined by the doctor immediately.	Yessefk ad teẓremt imsujji imir-a.	CC-BY 2.0 (France) Attribution: tatoeba.org #1808617 (pne) & #8468649 (Amastan)
You should get yourself examined by the doctor immediately.	Yessefk ad teẓred timsujjit imir-a.	CC-BY 2.0 (France) Attribution: tatoeba.org #1808617 (pne) & #8468651 (Amastan)
You should get yourself examined by the doctor immediately.	Yessefk ad teẓrem timsujjit imir-a.	CC-BY 2.0 (France) Attribution: tatoeba.org #1808617 (pne) & #8468652 (Amastan)
You should get yourself examined by the doctor immediately.	Yessefk ad teẓremt timsujjit imir-a.	CC-BY 2.0 (France) Attribution: tatoeba.org #1808617 (pne) & #8468653 (Amastan)
You should get yourself examined by the doctor immediately.	Yessefk ad yeẓred imsujji imir-a.	CC-BY 2.0 (France) Attribution: tatoeba.org #1808617 (pne) & #8468656 (Amastan)
You should get yourself examined by the doctor immediately.	Yessefk ad k-iẓer yimsujji imir-a.	CC-BY 2.0 (France) Attribution: tatoeba.org #1808617 (pne) & #8468657 (Amastan)
You should get yourself examined by the doctor immediately.	Yessefk ad kem-iẓer yimsujji imir-a.	CC-BY 2.0 (France) Attribution: tatoeba.org #1808617 (pne) & #8468658 (Amastan)
You should get yourself examined by the doctor immediately.	Yessefk ad ken-iẓer yimsujji imir-a.	CC-BY 2.0 (France) Attribution: tatoeba.org #1808617 (pne) & #8468659 (Amastan)
You should get yourself examined by the doctor immediately.	Yessefk ad kent-iẓer yimsujji imir-a.	CC-BY 2.0 (France) Attribution: tatoeba.org #1808617 (pne) & #8468660 (Amastan)
You should get yourself examined by the doctor immediately.	Yessefk ad k-tẓer temsujjit imir-a.	CC-BY 2.0 (France) Attribution: tatoeba.org #1808617 (pne) & #8468671 (Amastan)
You should get yourself examined by the doctor immediately.	Yessefk ad kem-tẓer temsujjit imir-a.	CC-BY 2.0 (France) Attribution: tatoeba.org #1808617 (pne) & #8468672 (Amastan)
You should get yourself examined by the doctor immediately.	Yessefk ad ken-tẓer temsujjit imir-a.	CC-BY 2.0 (France) Attribution: tatoeba.org #1808617 (pne) & #8468673 (Amastan)
You should get yourself examined by the doctor immediately.	Yessefk ad kent-tẓer temsujjit imir-a.	CC-BY 2.0 (France) Attribution: tatoeba.org #1808617 (pne) & #8468674 (Amastan)
You should study hard so that you can pass the examination.	Yessefk ad tḥeṛseḍ iman-nnek deg tezrawin akken ad d-tawyeḍ akayad-nni.	CC-BY 2.0 (France) Attribution: tatoeba.org #16073 (Swift) & #1986025 (Amastan)
You should study hard so that you can pass the examination.	Yessefk ad tḥeṛseḍ iman-nnem deg tezrawin akken ad d-tawyeḍ akayad-nni.	CC-BY 2.0 (France) Attribution: tatoeba.org #16073 (Swift) & #1986026 (Amastan)
You should study hard so that you can pass the examination.	Yessefk ad tḥeṛsem iman-nwen deg tezrawin akken ad d-tawyem akayad-nni.	CC-BY 2.0 (France) Attribution: tatoeba.org #16073 (Swift) & #1986027 (Amastan)
You should study hard so that you can pass the examination.	Yessefk ad tḥeṛsemt iman-nwent deg tezrawin akken ad d-tawyemt akayad-nni.	CC-BY 2.0 (France) Attribution: tatoeba.org #16073 (Swift) & #1986028 (Amastan)
You should take another pair of glasses when you go abroad.	Mi ara tedduḍ ɣer lbeṛṛani, a win yufan ad tawyeḍ tisekkadin n zzyada.	CC-BY 2.0 (France) Attribution: tatoeba.org #22205 (CK) & #1861715 (Amastan)
